inchikey,n1_frag,n3_frag,c4_frag,c5_frag,smiles_cation,smiles_neutral
RLILGOLKXFBHSJ-UHFFFAOYSA-N,Vinyl,Propargyl,OMe,NH2,C#CCn1c[n+](C=C)c(N)c1OC,C#CCN1[C]N(C=C)C(N)=C1OC
RLMFNTZLGKHQQP-UHFFFAOYSA-N,tBu,Ph,NH2,H,CC(C)(C)[n+]1cc(N)n(-c2ccccc2)c1,CC(C)(C)N1[C]N(c2ccccc2)C(N)=C1
RLTILMHOJRRCOX-UHFFFAOYSA-N,Et,Allyl,CF3,NO2,C=CCn1c[n+](CC)c([N+](=O)[O-])c1C(F)(F)F,C=CCN1[C]N(CC)C([N+](=O)[O-])=C1C(F)(F)F
RMAASHZCSMQEHZ-UHFFFAOYSA-N,Me,iPr,CF3,OMe,COc1c(C(F)(F)F)n(C(C)C)c[n+]1C,COC1=C(C(F)(F)F)N(C(C)C)[C]N1C
RMDTZOSVHNZCED-UHFFFAOYSA-N,Me,Et,OMe,CN,CCn1c[n+](C)c(C#N)c1OC,CCN1[C]N(C)C(C#N)=C1OC
RMEQTBVGGNKAEQ-UHFFFAOYSA-N,Me,Et,NH2,NH2,CCn1c[n+](C)c(N)c1N,CCN1[C]N(C)C(N)=C1N
RMILMVZABYLOSW-UHFFFAOYSA-N,Et,Propargyl,OMe,CF3,C#CCn1c[n+](CC)c(C(F)(F)F)c1OC,C#CCN1[C]N(CC)C(C(F)(F)F)=C1OC
RMJGAEFOQZXAKZ-UHFFFAOYSA-N,nBu,Ethynyl,NH2,NH2,C#Cn1c[n+](CCCC)c(N)c1N,C#CN1[C]N(CCCC)C(N)=C1N
RMJHLCXLWYCSDC-UHFFFAOYSA-N,Vinyl,Propargyl,H,CF3,C#CCn1cc(C(F)(F)F)[n+](C=C)c1,C#CCN1[C]N(C=C)C(C(F)(F)F)=C1
RMQBZMRXBBRDST-UHFFFAOYSA-N,Me,Ethynyl,NH2,Me,C#Cn1c[n+](C)c(C)c1N,C#CN1[C]N(C)C(C)=C1N
RNGITDDYPODKRK-UHFFFAOYSA-N,Vinyl,Ph,F,H,C=C[n+]1cc(F)n(-c2ccccc2)c1,C=CN1[C]N(c2ccccc2)C(F)=C1
RNHAKBLDBRYAPE-UHFFFAOYSA-N,Me,Vinyl,NH2,CN,C=Cn1c[n+](C)c(C#N)c1N,C=CN1[C]N(C)C(C#N)=C1N
RNTGWOZNIHUGBM-UHFFFAOYSA-N,Me,Ph,NO2,CN,C[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1C#N,CN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1C#N
RODCZGIOQYKMOC-UHFFFAOYSA-N,tBu,Allyl,CN,NO2,C=CCn1c[n+](C(C)(C)C)c([N+](=O)[O-])c1C#N,C=CCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1C#N
ROEMADMTZNWRSV-UHFFFAOYSA-N,Et,Ph,CN,CF3,CC[n+]1cn(-c2ccccc2)c(C#N)c1C(F)(F)F,CCN1[C]N(c2ccccc2)C(C#N)=C1C(F)(F)F
ROHRCHCNKWPCGB-UHFFFAOYSA-N,nBu,Ethynyl,H,F,C#Cn1cc(F)[n+](CCCC)c1,C#CN1[C]N(CCCC)C(F)=C1
RPULDFDSAGIQIC-UHFFFAOYSA-N,tBu,Vinyl,NO2,CN,C=Cn1c[n+](C(C)(C)C)c(C#N)c1[N+](=O)[O-],C=CN1[C]N(C(C)(C)C)C(C#N)=C1[N+](=O)[O-]
RQGNEKXEKSFOFC-UHFFFAOYSA-N,Me,Allyl,CN,CN,C=CCn1c[n+](C)c(C#N)c1C#N,C=CCN1[C]N(C)C(C#N)=C1C#N
RQVQWPJATNCIRW-UHFFFAOYSA-N,Et,iPr,NH2,Me,CC[n+]1cn(C(C)C)c(N)c1C,CCN1[C]N(C(C)C)C(N)=C1C
RRCCNQQTOIIBBL-UHFFFAOYSA-N,Ethynyl,Propargyl,NO2,Me,C#CCn1c[n+](C#C)c(C)c1[N+](=O)[O-],C#CCN1[C]N(C#C)C(C)=C1[N+](=O)[O-]
RRCKUBBXBCADGQ-UHFFFAOYSA-N,Me,Vinyl,F,CN,C=Cn1c[n+](C)c(C#N)c1F,C=CN1[C]N(C)C(C#N)=C1F
RRMYBLDORVXZET-UHFFFAOYSA-N,Et,Ethynyl,CF3,H,C#Cn1c[n+](CC)cc1C(F)(F)F,C#CN1[C]N(CC)C=C1C(F)(F)F
RSFMHWPFDNFFGU-UHFFFAOYSA-N,nBu,Allyl,NO2,NO2,C=CCn1c[n+](CCCC)c([N+](=O)[O-])c1[N+](=O)[O-],C=CCN1[C]N(CCCC)C([N+](=O)[O-])=C1[N+](=O)[O-]
RSJLWAQULMZQOS-UHFFFAOYSA-N,Me,tBu,F,NO2,C[n+]1cn(C(C)(C)C)c(F)c1[N+](=O)[O-],CN1[C]N(C(C)(C)C)C(F)=C1[N+](=O)[O-]
RSKVRRBUDPUZHA-UHFFFAOYSA-N,tBu,Vinyl,NH2,CF3,C=Cn1c[n+](C(C)(C)C)c(C(F)(F)F)c1N,C=CN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1N
RSQBIMMZJXLELY-UHFFFAOYSA-N,Vinyl,Allyl,CN,Me,C=CCn1c[n+](C=C)c(C)c1C#N,C=CCN1[C]N(C=C)C(C)=C1C#N
RTDUJHJEXCONTN-UHFFFAOYSA-N,Et,tBu,H,OMe,CC[n+]1cn(C(C)(C)C)cc1OC,CCN1[C]N(C(C)(C)C)C=C1OC
RTFHKGALSVVQDQ-UHFFFAOYSA-N,Me,Allyl,OMe,Me,C=CCn1c[n+](C)c(C)c1OC,C=CCN1[C]N(C)C(C)=C1OC
RTMNJVAQFXEYGK-UHFFFAOYSA-N,Me,tBu,CF3,Me,Cc1c(C(F)(F)F)n(C(C)(C)C)c[n+]1C,CC1=C(C(F)(F)F)N(C(C)(C)C)[C]N1C
RTRQTODHVDNNHD-UHFFFAOYSA-N,tBu,Ph,OMe,NH2,COc1c(N)[n+](C(C)(C)C)cn1-c1ccccc1,COC1=C(N)N(C(C)(C)C)[C]N1c1ccccc1
RTTJCJWUICLMHB-UHFFFAOYSA-N,Vinyl,Ethynyl,F,H,C#Cn1c[n+](C=C)cc1F,C#CN1[C]N(C=C)C=C1F
RURHQZYDGPGVQP-UHFFFAOYSA-N,Vinyl,Vinyl,NO2,OMe,C=Cn1c[n+](C=C)c(OC)c1[N+](=O)[O-],C=CN1[C]N(C=C)C([N+](=O)[O-])=C1OC
RUXXSEWHRCLXTR-UHFFFAOYSA-N,nBu,iPr,OMe,H,CCCC[n+]1cc(OC)n(C(C)C)c1,CCCCN1[C]N(C(C)C)C(OC)=C1
RUZBAYJCLQATBY-UHFFFAOYSA-N,Et,iPr,OMe,CN,CC[n+]1cn(C(C)C)c(OC)c1C#N,CCN1[C]N(C(C)C)C(OC)=C1C#N
RVFKKTMPULUYOS-UHFFFAOYSA-N,Et,Ph,NH2,OMe,CC[n+]1cn(-c2ccccc2)c(N)c1OC,CCN1[C]N(c2ccccc2)C(N)=C1OC
RVYOVGSJZJGEIX-UHFFFAOYSA-N,tBu,Ph,CN,Me,Cc1c(C#N)n(-c2ccccc2)c[n+]1C(C)(C)C,CC1=C(C#N)N(c2ccccc2)[C]N1C(C)(C)C
RVZJYWRSZJSTLG-UHFFFAOYSA-N,Vinyl,Ethynyl,NH2,CN,C#Cn1c[n+](C=C)c(C#N)c1N,C#CN1[C]N(C=C)C(C#N)=C1N
RXDWSVSEXQTBIZ-UHFFFAOYSA-N,Vinyl,Vinyl,H,F,C=Cn1cc(F)[n+](C=C)c1,C=CN1[C]N(C=C)C(F)=C1
RXFUXOUIKSOQSB-UHFFFAOYSA-N,Et,Vinyl,NO2,CF3,C=Cn1c[n+](CC)c(C(F)(F)F)c1[N+](=O)[O-],C=CN1[C]N(CC)C(C(F)(F)F)=C1[N+](=O)[O-]
RXQBUBKSCATPCK-UHFFFAOYSA-N,tBu,tBu,F,OMe,COc1c(F)n(C(C)(C)C)c[n+]1C(C)(C)C,COC1=C(F)N(C(C)(C)C)[C]N1C(C)(C)C
RXSGQKVPZANGLE-UHFFFAOYSA-N,Et,tBu,NH2,H,CC[n+]1cc(N)n(C(C)(C)C)c1,CCN1[C]N(C(C)(C)C)C(N)=C1
RXUMATXQKRPPKM-UHFFFAOYSA-N,nBu,Allyl,OMe,OMe,C=CCn1c[n+](CCCC)c(OC)c1OC,C=CCN1[C]N(CCCC)C(OC)=C1OC
RXXJMSONZRMVEI-UHFFFAOYSA-N,tBu,Ethynyl,NO2,NO2,C#Cn1c[n+](C(C)(C)C)c([N+](=O)[O-])c1[N+](=O)[O-],C#CN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1[N+](=O)[O-]
RYAKHHBXPSASOA-UHFFFAOYSA-N,Me,Ph,H,F,C[n+]1cn(-c2ccccc2)cc1F,CN1[C]N(c2ccccc2)C=C1F
RYJYLFGBUOHAHW-UHFFFAOYSA-N,tBu,Allyl,NH2,CF3,C=CCn1c[n+](C(C)(C)C)c(C(F)(F)F)c1N,C=CCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1N
RYKOEPWJTZKYJH-UHFFFAOYSA-N,Et,Vinyl,H,CN,C=Cn1cc(C#N)[n+](CC)c1,C=CN1[C]N(CC)C(C#N)=C1
RYQBRRKBFZDEQE-UHFFFAOYSA-N,Me,Ethynyl,OMe,NH2,C#Cn1c[n+](C)c(N)c1OC,C#CN1[C]N(C)C(N)=C1OC
RZABKWAPUUCFES-UHFFFAOYSA-N,tBu,Vinyl,OMe,F,C=Cn1c[n+](C(C)(C)C)c(F)c1OC,C=CN1[C]N(C(C)(C)C)C(F)=C1OC
RZTNULOZWDTPBP-UHFFFAOYSA-N,Et,Et,F,NO2,CCn1c[n+](CC)c([N+](=O)[O-])c1F,CCN1[C]N(CC)C([N+](=O)[O-])=C1F
RZYNZWNXAFIAIZ-UHFFFAOYSA-N,Vinyl,Allyl,NO2,OMe,C=CCn1c[n+](C=C)c(OC)c1[N+](=O)[O-],C=CCN1[C]N(C=C)C(OC)=C1[N+](=O)[O-]
SAEPQBXWPIWOPR-UHFFFAOYSA-N,Et,Ph,OMe,OMe,CC[n+]1cn(-c2ccccc2)c(OC)c1OC,CCN1[C]N(c2ccccc2)C(OC)=C1OC
SAGMBPDBFDBOEG-UHFFFAOYSA-N,Ethynyl,Propargyl,OMe,F,C#CCn1c[n+](C#C)c(F)c1OC,C#CCN1[C]N(C#C)C(F)=C1OC
SAYNGAFKEIVAMU-UHFFFAOYSA-N,Et,Propargyl,NO2,H,C#CCn1c[n+](CC)cc1[N+](=O)[O-],C#CCN1[C]N(CC)C=C1[N+](=O)[O-]
SAZYQLXSERZTNQ-UHFFFAOYSA-N,Me,Ph,F,CN,C[n+]1cn(-c2ccccc2)c(F)c1C#N,CN1[C]N(c2ccccc2)C(F)=C1C#N
SBGIVOUMKLVHES-UHFFFAOYSA-N,Et,Propargyl,F,F,C#CCn1c[n+](CC)c(F)c1F,C#CCN1[C]N(CC)C(F)=C1F
SCAUOGOMUHLHDD-UHFFFAOYSA-N,Et,Ph,NO2,CF3,CC[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1C(F)(F)F,CCN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1C(F)(F)F
SCDXNFIRNGDYHH-UHFFFAOYSA-N,tBu,Ph,OMe,NO2,COc1c([N+](=O)[O-])[n+](C(C)(C)C)cn1-c1ccccc1,COC1=C([N+](=O)[O-])N(C(C)(C)C)[C]N1c1ccccc1
SCISNVMBKFFOIX-UHFFFAOYSA-N,tBu,Propargyl,OMe,Me,C#CCn1c[n+](C(C)(C)C)c(C)c1OC,C#CCN1[C]N(C(C)(C)C)C(C)=C1OC
SCNLOPKHYQXNHC-UHFFFAOYSA-N,Et,tBu,F,NH2,CC[n+]1cn(C(C)(C)C)c(F)c1N,CCN1[C]N(C(C)(C)C)C(F)=C1N
SCRXKYLUVUYSEM-UHFFFAOYSA-N,tBu,Allyl,H,CF3,C=CCn1cc(C(F)(F)F)[n+](C(C)(C)C)c1,C=CCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1
SDCWONYCEUCXFB-UHFFFAOYSA-N,Me,Propargyl,NO2,F,C#CCn1c[n+](C)c(F)c1[N+](=O)[O-],C#CCN1[C]N(C)C(F)=C1[N+](=O)[O-]
SDEOXDLGZNISPY-UHFFFAOYSA-N,nBu,Propargyl,NH2,Me,C#CCn1c[n+](CCCC)c(C)c1N,C#CCN1[C]N(CCCC)C(C)=C1N
SDMUMPLKARAGTC-UHFFFAOYSA-N,Et,tBu,NO2,H,CC[n+]1cc([N+](=O)[O-])n(C(C)(C)C)c1,CCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1
SECDAHKZTZDOKN-UHFFFAOYSA-N,Et,Ethynyl,F,F,C#Cn1c[n+](CC)c(F)c1F,C#CN1[C]N(CC)C(F)=C1F
SEGLJMVNYNIVGB-UHFFFAOYSA-N,Et,Propargyl,F,H,C#CCn1c[n+](CC)cc1F,C#CCN1[C]N(CC)C=C1F
SEMHIVKXXVDUMD-UHFFFAOYSA-N,Me,Propargyl,NH2,NH2,C#CCn1c[n+](C)c(N)c1N,C#CCN1[C]N(C)C(N)=C1N
SEZVZLJHWDFHIE-UHFFFAOYSA-N,tBu,Allyl,OMe,CF3,C=CCn1c[n+](C(C)(C)C)c(C(F)(F)F)c1OC,C=CCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1OC
